player1,player2,val_3,val_6,raw,total
1627736_2018-19,1713_2018-19,0,0,0.16,1
1627736_2018-19,201158_2018-19,1,1,0.33,2
1627736_2018-19,201571_2018-19,2,1,0.5,3
1627736_2018-19,201960_2018-19,0,0,0.16,1
1627736_2018-19,201988_2018-19,1,1,0.33,2
1627736_2018-19,202323_2018-19,0,0,0.16,1
1627736_2018-19,202397_2018-19,1,1,0.33,2
1627736_2018-19,202692_2018-19,0,0,0.16,1
1627736_2018-19,202714_2018-19,0,0,0.16,1
1627736_2018-19,203477_2018-19,0,0,0.16,1
1627736_2018-19,203504_2018-19,0,0,0.16,1
1627736_2018-19,203516_2018-19,0,0,0.16,1
1627736_2018-19,203518_2018-19,0,0,0.16,1
1627736_2018-19,203585_2018-19,0,0,0.16,1
1627736_2018-19,204025_2018-19,1,1,0.33,2
1627736_2018-19,204038_2018-19,1,1,0.33,2
1627736_2018-19,2594_2018-19,1,1,0.33,2
1627774_2018-19,1627782_2018-19,0,0,0.16,1
1627774_2018-19,1628373_2018-19,0,0,0.16,1
1627774_2018-19,1628382_2018-19,0,0,0.16,1
1627774_2018-19,1628402_2018-19,0,0,0.16,1
1627774_2018-19,1628973_2018-19,0,0,0.16,1
1627774_2018-19,1628990_2018-19,0,0,0.16,1
1627774_2018-19,1629013_2018-19,1,1,0.33,2
1627774_2018-19,1629015_2018-19,1,1,0.4,2
1627774_2018-19,1629019_2018-19,0,0,0.16,1
1627774_2018-19,1629059_2018-19,1,1,0.33,2
1627774_2018-19,1713_2018-19,0,0,0.16,1
1627774_2018-19,201158_2018-19,1,1,0.33,2
1627774_2018-19,201571_2018-19,0,0,0.16,1
1627774_2018-19,201960_2018-19,0,0,0.16,1
1627774_2018-19,201988_2018-19,0,0,0.16,1
1627774_2018-19,202323_2018-19,1,1,0.33,2
1627774_2018-19,202397_2018-19,0,0,0.16,1
1627774_2018-19,202692_2018-19,0,0,0.16,1
1627774_2018-19,202714_2018-19,0,0,0.16,1
1627774_2018-19,203477_2018-19,0,0,0.16,1
1627774_2018-19,203504_2018-19,0,0,0.16,1
1627774_2018-19,203516_2018-19,1,1,0.33,2
1627774_2018-19,203518_2018-19,1,1,0.33,2
1627774_2018-19,203585_2018-19,0,0,0.16,1
1627774_2018-19,204025_2018-19,0,0,0.16,1
1627774_2018-19,204038_2018-19,0,0,0.16,1
1627774_2018-19,2594_2018-19,1,1,0.33,2
1627782_2018-19,1628382_2018-19,0,0,0.16,1
1627782_2018-19,1628402_2018-19,0,0,0.16,1
1627782_2018-19,1628443_2018-19,1,1,0.33,2
1627782_2018-19,1628973_2018-19,0,0,0.16,1
1627782_2018-19,1628990_2018-19,0,0,0.16,1
1627782_2018-19,1629013_2018-19,0,0,0.16,1
1627782_2018-19,1629015_2018-19,0,0,0.2,1
1627782_2018-19,1629019_2018-19,1,1,0.33,2
1627782_2018-19,1713_2018-19,1,1,0.33,2
1627782_2018-19,201158_2018-19,0,0,0.16,1
1627782_2018-19,201571_2018-19,0,0,0.16,1
1627782_2018-19,201960_2018-19,0,0,0.16,1
1627782_2018-19,201988_2018-19,0,0,0.16,1
1627782_2018-19,202323_2018-19,0,0,0.16,1
1627782_2018-19,202397_2018-19,1,1,0.33,2
1627782_2018-19,202692_2018-19,0,0,0.16,1
1627782_2018-19,202714_2018-19,1,1,0.33,2
1627782_2018-19,203477_2018-19,0,0,0.16,1
1627782_2018-19,203504_2018-19,0,0,0.16,1
1627782_2018-19,203516_2018-19,1,1,0.33,2
1627782_2018-19,203518_2018-19,0,0,0.16,1
1627782_2018-19,203585_2018-19,0,0,0.16,1
1627782_2018-19,204025_2018-19,0,0,0.16,1
1627782_2018-19,204038_2018-19,1,1,0.33,2
1627782_2018-19,2594_2018-19,0,0,0.16,1
1628373_2018-19,1628382_2018-19,0,0,0.16,1
1628373_2018-19,1628402_2018-19,0,0,0.16,1
1628373_2018-19,1628443_2018-19,1,1,0.33,2
1628373_2018-19,1628973_2018-19,0,0,0.16,1
1628373_2018-19,1628990_2018-19,0,0,0.16,1
1628373_2018-19,1629013_2018-19,1,1,0.33,2
1628373_2018-19,1629015_2018-19,0,0,0.2,1
1628373_2018-19,1629019_2018-19,1,1,0.33,2
1628373_2018-19,1713_2018-19,0,0,0.16,1
1628373_2018-19,201158_2018-19,1,1,0.33,2
1628373_2018-19,201571_2018-19,0,0,0.16,1
1628373_2018-19,201960_2018-19,0,0,0.16,1
1628373_2018-19,201988_2018-19,1,1,0.33,2
1628373_2018-19,202323_2018-19,0,0,0.16,1
1628373_2018-19,202397_2018-19,1,1,0.33,2
1628373_2018-19,202692_2018-19,0,0,0.16,1
1628373_2018-19,202714_2018-19,2,1,0.5,3
1628373_2018-19,203477_2018-19,1,1,0.33,2
1628373_2018-19,203504_2018-19,0,0,0.16,1
1628373_2018-19,203516_2018-19,0,0,0.16,1
1628373_2018-19,203518_2018-19,1,1,0.33,2
1628373_2018-19,203585_2018-19,0,0,0.16,1
1628373_2018-19,204025_2018-19,0,0,0.16,1
1628373_2018-19,204038_2018-19,0,0,0.16,1
1628373_2018-19,2594_2018-19,1,1,0.33,2
1628382_2018-19,1628402_2018-19,2,1,0.5,3
1628382_2018-19,1628443_2018-19,1,1,0.33,2
1628382_2018-19,1628973_2018-19,1,1,0.33,2
1628382_2018-19,1628990_2018-19,2,1,0.5,3
1628382_2018-19,1629013_2018-19,1,1,0.33,2
1628382_2018-19,1629015_2018-19,0,0,0.2,1
1628382_2018-19,1629019_2018-19,0,0,0.16,1
1628382_2018-19,1629059_2018-19,0,0,0.16,1
1628382_2018-19,1713_2018-19,1,1,0.33,2
1628382_2018-19,201158_2018-19,0,0,0.16,1
1628382_2018-19,201571_2018-19,0,0,0.16,1
1628382_2018-19,201960_2018-19,0,0,0.16,1
1628382_2018-19,201988_2018-19,0,0,0.16,1
1628382_2018-19,202397_2018-19,0,0,0.16,1
1628382_2018-19,202692_2018-19,1,1,0.33,2
1628382_2018-19,202714_2018-19,0,0,0.16,1
1628382_2018-19,203477_2018-19,1,1,0.33,2
1628382_2018-19,203504_2018-19,1,1,0.33,2
1628382_2018-19,203516_2018-19,1,1,0.33,2
1628382_2018-19,203518_2018-19,0,0,0.16,1
1628382_2018-19,203585_2018-19,0,0,0.16,1
1628382_2018-19,204025_2018-19,1,1,0.33,2
1628382_2018-19,2594_2018-19,0,0,0.16,1
1628402_2018-19,1628443_2018-19,0,0,0.16,1
1628402_2018-19,1628973_2018-19,2,1,0.5,3
1628402_2018-19,1628990_2018-19,1,1,0.33,2
1628402_2018-19,1629013_2018-19,1,1,0.33,2
1628402_2018-19,1629015_2018-19,0,0,0.2,1
1628402_2018-19,1629019_2018-19,0,0,0.16,1
1628402_2018-19,1629059_2018-19,0,0,0.16,1
1628402_2018-19,1713_2018-19,0,0,0.16,1
1628402_2018-19,201158_2018-19,0,0,0.16,1
1628402_2018-19,201571_2018-19,0,0,0.16,1
1628402_2018-19,201960_2018-19,0,0,0.16,1
1628402_2018-19,201988_2018-19,0,0,0.16,1
1628402_2018-19,202323_2018-19,0,0,0.16,1
1628402_2018-19,202397_2018-19,0,0,0.16,1
1628402_2018-19,202692_2018-19,0,0,0.16,1
1628402_2018-19,202714_2018-19,0,0,0.16,1
1628402_2018-19,203477_2018-19,2,1,0.5,3
1628402_2018-19,203504_2018-19,2,1,0.5,3
1628402_2018-19,203516_2018-19,1,1,0.33,2
1628402_2018-19,203518_2018-19,0,0,0.16,1
1628402_2018-19,203585_2018-19,0,0,0.16,1
1628402_2018-19,204025_2018-19,1,1,0.33,2
1628402_2018-19,204038_2018-19,1,1,0.33,2
1628402_2018-19,2594_2018-19,0,0,0.16,1
1628443_2018-19,1628973_2018-19,0,0,0.16,1
1628443_2018-19,1628990_2018-19,1,1,0.33,2
1628443_2018-19,1629013_2018-19,0,0,0.16,1
1628443_2018-19,1629015_2018-19,0,0,0.2,1
1628443_2018-19,1629019_2018-19,2,1,0.5,3
1628443_2018-19,1629059_2018-19,0,0,0.16,1
1628443_2018-19,1713_2018-19,1,1,0.33,2
1628443_2018-19,201158_2018-19,0,0,0.16,1
1628443_2018-19,201571_2018-19,0,0,0.16,1
1628443_2018-19,201960_2018-19,0,0,0.16,1
1628443_2018-19,201988_2018-19,0,0,0.16,1
1628443_2018-19,202323_2018-19,1,1,0.33,2
1628443_2018-19,202397_2018-19,1,1,0.33,2
1628443_2018-19,202692_2018-19,0,0,0.16,1
1628443_2018-19,202714_2018-19,1,1,0.33,2
1628443_2018-19,203477_2018-19,0,0,0.16,1
1628443_2018-19,203504_2018-19,1,1,0.33,2
1628443_2018-19,203516_2018-19,0,0,0.16,1
1628443_2018-19,203518_2018-19,0,0,0.16,1
1628443_2018-19,203585_2018-19,0,0,0.16,1
1628443_2018-19,204025_2018-19,0,0,0.16,1
1628443_2018-19,204038_2018-19,0,0,0.16,1
1628443_2018-19,2594_2018-19,0,0,0.16,1
1628973_2018-19,1628990_2018-19,0,0,0.16,1
1628973_2018-19,1629013_2018-19,0,0,0.16,1
1628973_2018-19,1629015_2018-19,0,0,0.2,1
1628973_2018-19,1629059_2018-19,0,0,0.16,1
1628973_2018-19,1713_2018-19,0,0,0.16,1
1628973_2018-19,201158_2018-19,0,0,0.16,1
1628973_2018-19,201571_2018-19,0,0,0.16,1
1628973_2018-19,201960_2018-19,0,0,0.16,1
1628973_2018-19,201988_2018-19,1,1,0.33,2
1628973_2018-19,202323_2018-19,0,0,0.16,1
1628973_2018-19,202397_2018-19,0,0,0.16,1
1628973_2018-19,202692_2018-19,0,0,0.16,1
1628973_2018-19,202714_2018-19,1,1,0.33,2
1628973_2018-19,203477_2018-19,1,1,0.33,2
1628973_2018-19,203504_2018-19,3,2,0.66,4
1628973_2018-19,203516_2018-19,1,1,0.33,2
1628973_2018-19,203518_2018-19,0,0,0.16,1
1628973_2018-19,203585_2018-19,0,0,0.16,1
1628973_2018-19,204025_2018-19,1,1,0.33,2
1628973_2018-19,204038_2018-19,1,1,0.33,2
1628973_2018-19,2594_2018-19,0,0,0.16,1
1628990_2018-19,1629013_2018-19,1,1,0.33,2
1628990_2018-19,1629015_2018-19,0,0,0.2,1
1628990_2018-19,1629019_2018-19,0,0,0.16,1
1628990_2018-19,1629059_2018-19,0,0,0.16,1
1628990_2018-19,1713_2018-19,1,1,0.33,2
1628990_2018-19,201158_2018-19,0,0,0.16,1
1628990_2018-19,201571_2018-19,0,0,0.16,1
1628990_2018-19,201960_2018-19,0,0,0.16,1
1628990_2018-19,201988_2018-19,1,1,0.33,2
1628990_2018-19,202323_2018-19,0,0,0.16,1
1628990_2018-19,202397_2018-19,1,1,0.33,2
1628990_2018-19,202692_2018-19,0,0,0.16,1
1628990_2018-19,202714_2018-19,1,1,0.33,2
1628990_2018-19,203477_2018-19,0,0,0.16,1
1628990_2018-19,203504_2018-19,0,0,0.16,1
1628990_2018-19,203516_2018-19,0,0,0.16,1
1628990_2018-19,203518_2018-19,0,0,0.16,1
1628990_2018-19,203585_2018-19,1,1,0.33,2
1628990_2018-19,204025_2018-19,0,0,0.16,1
1628990_2018-19,204038_2018-19,0,0,0.16,1
1628990_2018-19,2594_2018-19,0,0,0.16,1
1629013_2018-19,1629015_2018-19,1,1,0.4,2
1629013_2018-19,1629019_2018-19,0,0,0.16,1
1629013_2018-19,1629059_2018-19,1,1,0.33,2
1629013_2018-19,1713_2018-19,1,1,0.33,2
1629013_2018-19,201158_2018-19,2,1,0.5,3
1629013_2018-19,201571_2018-19,0,0,0.16,1
1629013_2018-19,201960_2018-19,0,0,0.16,1
1629013_2018-19,201988_2018-19,1,1,0.33,2
1629013_2018-19,202323_2018-19,0,0,0.16,1
1629013_2018-19,202397_2018-19,0,0,0.16,1
1629013_2018-19,202692_2018-19,0,0,0.16,1
1629013_2018-19,202714_2018-19,1,1,0.33,2
1629013_2018-19,203477_2018-19,1,1,0.33,2
1629013_2018-19,203504_2018-19,0,0,0.16,1
1629013_2018-19,203516_2018-19,0,0,0.16,1
1629013_2018-19,203518_2018-19,3,2,0.66,4
1629013_2018-19,204025_2018-19,1,1,0.33,2
1629013_2018-19,204038_2018-19,0,0,0.16,1
1629013_2018-19,2594_2018-19,2,1,0.5,3
1629015_2018-19,1629019_2018-19,0,0,0.2,1
1629015_2018-19,1629059_2018-19,1,1,0.4,2
1629015_2018-19,1713_2018-19,0,0,0.2,1
1629015_2018-19,201158_2018-19,1,1,0.4,2
1629015_2018-19,201571_2018-19,0,0,0.2,1
1629015_2018-19,201960_2018-19,0,0,0.2,1
1629015_2018-19,201988_2018-19,0,0,0.2,1
1629015_2018-19,202323_2018-19,0,0,0.2,1
1629015_2018-19,202397_2018-19,0,0,0.2,1
1629015_2018-19,202692_2018-19,0,0,0.2,1
1629015_2018-19,202714_2018-19,0,0,0.2,1
1629015_2018-19,203477_2018-19,0,0,0.2,1
1629015_2018-19,203504_2018-19,0,0,0.2,1
1629015_2018-19,203516_2018-19,0,0,0.2,1
1629015_2018-19,203518_2018-19,1,1,0.4,2
1629015_2018-19,203585_2018-19,0,0,0.2,1
1629015_2018-19,204025_2018-19,0,0,0.2,1
1629015_2018-19,204038_2018-19,0,0,0.2,1
1629015_2018-19,2594_2018-19,1,1,0.4,2
1629019_2018-19,1629059_2018-19,0,0,0.16,1
1629019_2018-19,1713_2018-19,0,0,0.16,1
1629019_2018-19,201158_2018-19,1,1,0.33,2
1629019_2018-19,201571_2018-19,1,1,0.33,2
1629019_2018-19,201960_2018-19,1,1,0.33,2
1629019_2018-19,201988_2018-19,0,0,0.16,1
1629019_2018-19,202323_2018-19,0,0,0.16,1
1629019_2018-19,202397_2018-19,2,1,0.5,3
1629019_2018-19,202692_2018-19,1,1,0.33,2
1629019_2018-19,202714_2018-19,1,1,0.33,2
1629019_2018-19,203477_2018-19,0,0,0.16,1
1629019_2018-19,203504_2018-19,0,0,0.16,1
1629019_2018-19,203516_2018-19,0,0,0.16,1
1629019_2018-19,203518_2018-19,0,0,0.16,1
1629019_2018-19,203585_2018-19,0,0,0.16,1
1629019_2018-19,204025_2018-19,1,1,0.33,2
1629019_2018-19,204038_2018-19,0,0,0.16,1
1629019_2018-19,2594_2018-19,0,0,0.16,1
1629059_2018-19,1713_2018-19,0,0,0.16,1
1629059_2018-19,201158_2018-19,1,1,0.33,2
1629059_2018-19,201571_2018-19,0,0,0.16,1
1629059_2018-19,201960_2018-19,0,0,0.16,1
1629059_2018-19,201988_2018-19,0,0,0.16,1
1629059_2018-19,202323_2018-19,0,0,0.16,1
1629059_2018-19,202397_2018-19,0,0,0.16,1
1629059_2018-19,202692_2018-19,0,0,0.16,1
1629059_2018-19,202714_2018-19,0,0,0.16,1
1629059_2018-19,203477_2018-19,0,0,0.16,1
1629059_2018-19,203504_2018-19,0,0,0.16,1
1629059_2018-19,203516_2018-19,0,0,0.16,1
1629059_2018-19,203518_2018-19,1,1,0.33,2
1629059_2018-19,203585_2018-19,0,0,0.16,1
1629059_2018-19,204025_2018-19,0,0,0.16,1
1629059_2018-19,204038_2018-19,1,1,0.33,2
1629059_2018-19,2594_2018-19,1,1,0.33,2
1713_2018-19,201158_2018-19,0,0,0.16,1
1713_2018-19,201571_2018-19,0,0,0.16,1
1713_2018-19,201960_2018-19,0,0,0.16,1
1713_2018-19,201988_2018-19,0,0,0.16,1
1713_2018-19,202323_2018-19,0,0,0.16,1
1713_2018-19,202397_2018-19,0,0,0.16,1
1713_2018-19,202692_2018-19,0,0,0.16,1
1713_2018-19,202714_2018-19,0,0,0.16,1
1713_2018-19,203477_2018-19,0,0,0.16,1
1713_2018-19,203504_2018-19,0,0,0.16,1
1713_2018-19,203516_2018-19,0,0,0.16,1
1713_2018-19,203518_2018-19,1,1,0.33,2
1713_2018-19,203585_2018-19,1,1,0.33,2
1713_2018-19,204025_2018-19,1,1,0.33,2
1713_2018-19,204038_2018-19,0,0,0.16,1
1713_2018-19,2594_2018-19,0,0,0.16,1
201158_2018-19,201571_2018-19,1,1,0.33,2
201158_2018-19,201960_2018-19,1,1,0.33,2
201158_2018-19,202323_2018-19,0,0,0.16,1
201158_2018-19,202692_2018-19,1,1,0.33,2
201158_2018-19,202714_2018-19,1,1,0.33,2
201158_2018-19,203477_2018-19,1,1,0.33,2
201158_2018-19,203516_2018-19,0,0,0.16,1
201158_2018-19,203518_2018-19,2,1,0.5,3
201158_2018-19,203585_2018-19,0,0,0.16,1
201158_2018-19,204025_2018-19,0,0,0.16,1
201158_2018-19,204038_2018-19,1,1,0.33,2
201158_2018-19,2594_2018-19,3,2,0.66,4
201571_2018-19,201960_2018-19,0,0,0.16,1
201571_2018-19,201988_2018-19,1,1,0.33,2
201571_2018-19,202323_2018-19,0,0,0.16,1
201571_2018-19,202397_2018-19,1,1,0.33,2
201571_2018-19,202692_2018-19,0,0,0.16,1
201571_2018-19,202714_2018-19,0,0,0.16,1
201571_2018-19,203477_2018-19,0,0,0.16,1
201571_2018-19,203504_2018-19,0,0,0.16,1
201571_2018-19,203516_2018-19,0,0,0.16,1
201571_2018-19,203518_2018-19,0,0,0.16,1
201571_2018-19,203585_2018-19,0,0,0.16,1
201571_2018-19,204025_2018-19,1,1,0.33,2
201571_2018-19,204038_2018-19,1,1,0.33,2
201571_2018-19,2594_2018-19,1,1,0.33,2
201960_2018-19,201988_2018-19,0,0,0.16,1
201960_2018-19,202323_2018-19,1,1,0.33,2
201960_2018-19,202397_2018-19,0,0,0.16,1
201960_2018-19,202692_2018-19,1,1,0.33,2
201960_2018-19,202714_2018-19,0,0,0.16,1
201960_2018-19,203477_2018-19,0,0,0.16,1
201960_2018-19,203504_2018-19,0,0,0.16,1
201960_2018-19,203516_2018-19,0,0,0.16,1
201960_2018-19,203518_2018-19,0,0,0.16,1
201960_2018-19,203585_2018-19,0,0,0.16,1
201960_2018-19,204025_2018-19,0,0,0.16,1
201960_2018-19,204038_2018-19,0,0,0.16,1
201960_2018-19,2594_2018-19,0,0,0.16,1
201988_2018-19,202323_2018-19,0,0,0.16,1
201988_2018-19,202692_2018-19,0,0,0.16,1
201988_2018-19,202714_2018-19,3,2,0.66,4
201988_2018-19,203477_2018-19,1,1,0.33,2
201988_2018-19,203516_2018-19,0,0,0.16,1
201988_2018-19,203518_2018-19,1,1,0.33,2
201988_2018-19,203585_2018-19,1,1,0.33,2
201988_2018-19,204025_2018-19,0,0,0.16,1
201988_2018-19,204038_2018-19,1,1,0.33,2
201988_2018-19,2594_2018-19,2,1,0.5,3
202323_2018-19,202397_2018-19,0,0,0.16,1
202323_2018-19,202692_2018-19,0,0,0.16,1
202323_2018-19,202714_2018-19,0,0,0.16,1
202323_2018-19,203477_2018-19,0,0,0.16,1
202323_2018-19,203504_2018-19,1,1,0.33,2
202323_2018-19,203516_2018-19,0,0,0.16,1
202323_2018-19,203518_2018-19,0,0,0.16,1
202323_2018-19,203585_2018-19,0,0,0.16,1
202323_2018-19,204025_2018-19,0,0,0.16,1
202323_2018-19,2594_2018-19,0,0,0.16,1
202397_2018-19,202692_2018-19,0,0,0.16,1
202397_2018-19,202714_2018-19,2,1,0.5,3
202397_2018-19,203477_2018-19,0,0,0.16,1
202397_2018-19,203516_2018-19,0,0,0.16,1
202397_2018-19,203518_2018-19,0,0,0.16,1
202397_2018-19,203585_2018-19,1,1,0.33,2
202397_2018-19,204025_2018-19,2,1,0.5,3
202397_2018-19,204038_2018-19,0,0,0.16,1
202397_2018-19,2594_2018-19,0,0,0.16,1
202692_2018-19,202714_2018-19,0,0,0.16,1
202692_2018-19,203477_2018-19,0,0,0.16,1
202692_2018-19,203504_2018-19,0,0,0.16,1
202692_2018-19,203516_2018-19,0,0,0.16,1
202692_2018-19,203518_2018-19,0,0,0.16,1
202692_2018-19,203585_2018-19,0,0,0.16,1
202692_2018-19,204025_2018-19,0,0,0.16,1
202692_2018-19,204038_2018-19,0,0,0.16,1
202692_2018-19,2594_2018-19,0,0,0.16,1
202714_2018-19,203477_2018-19,1,1,0.33,2
202714_2018-19,203504_2018-19,0,0,0.16,1
202714_2018-19,203516_2018-19,0,0,0.16,1
202714_2018-19,203518_2018-19,1,1,0.33,2
202714_2018-19,203585_2018-19,1,1,0.33,2
202714_2018-19,204025_2018-19,0,0,0.16,1
202714_2018-19,204038_2018-19,0,0,0.16,1
202714_2018-19,2594_2018-19,1,1,0.33,2
203477_2018-19,203504_2018-19,1,1,0.33,2
203477_2018-19,203516_2018-19,1,1,0.33,2
203477_2018-19,203518_2018-19,1,1,0.33,2
203477_2018-19,203585_2018-19,0,0,0.16,1
203477_2018-19,204025_2018-19,1,1,0.33,2
203477_2018-19,204038_2018-19,1,1,0.33,2
203477_2018-19,2594_2018-19,1,1,0.33,2
203504_2018-19,203516_2018-19,1,1,0.33,2
203504_2018-19,203518_2018-19,0,0,0.16,1
203504_2018-19,203585_2018-19,0,0,0.16,1
203504_2018-19,204025_2018-19,1,1,0.33,2
203504_2018-19,204038_2018-19,1,1,0.33,2
203504_2018-19,2594_2018-19,0,0,0.16,1
203516_2018-19,203585_2018-19,0,0,0.16,1
203516_2018-19,204025_2018-19,1,1,0.33,2
203516_2018-19,204038_2018-19,1,1,0.33,2
203518_2018-19,203585_2018-19,1,1,0.33,2
203518_2018-19,204025_2018-19,1,1,0.33,2
203518_2018-19,204038_2018-19,1,1,0.33,2
203585_2018-19,204025_2018-19,1,1,0.33,2
203585_2018-19,204038_2018-19,0,0,0.16,1
203585_2018-19,2594_2018-19,1,1,0.33,2
204025_2018-19,204038_2018-19,1,1,0.33,2
204025_2018-19,2594_2018-19,0,0,0.16,1
204038_2018-19,2594_2018-19,1,1,0.33,2
101133_2018-19,101161_2018-19,1,1,0.33,2
101133_2018-19,1626246_2018-19,1,1,0.33,2
101133_2018-19,1627738_2018-19,0,0,0.16,1
101133_2018-19,1627748_2018-19,1,1,0.33,2
101133_2018-19,1627767_2018-19,1,1,0.33,2
101133_2018-19,1628385_2018-19,0,0,0.16,1
101133_2018-19,1628395_2018-19,1,1,0.33,2
101133_2018-19,1628396_2018-19,0,0,0.16,1
101133_2018-19,1628413_2018-19,0,0,0.16,1
101133_2018-19,1628417_2018-19,0,0,0.16,1
101133_2018-19,1628464_2018-19,3,2,0.66,4
101133_2018-19,1629034_2018-19,0,0,0.16,1
101133_2018-19,1629109_2018-19,0,0,0.16,1
101133_2018-19,1629140_2018-19,0,0,0.16,1
101133_2018-19,201149_2018-19,1,1,0.33,2
101133_2018-19,201585_2018-19,1,1,0.33,2
101133_2018-19,202687_2018-19,2,1,0.5,3
101133_2018-19,203092_2018-19,1,1,0.33,2
101133_2018-19,203476_2018-19,0,0,0.16,1
101133_2018-19,2200_2018-19,1,1,0.33,2
101133_2018-19,2403_2018-19,0,0,0.16,1
101133_2018-19,2585_2018-19,2,1,0.5,3
101161_2018-19,1626246_2018-19,2,1,0.5,3
101161_2018-19,1627738_2018-19,0,0,0.16,1
101161_2018-19,1627748_2018-19,0,0,0.16,1
101161_2018-19,1627767_2018-19,1,1,0.33,2
101161_2018-19,1628385_2018-19,0,0,0.16,1
101161_2018-19,1628395_2018-19,3,2,0.66,4
101161_2018-19,1628396_2018-19,0,0,0.16,1
101161_2018-19,1628413_2018-19,0,0,0.16,1
101161_2018-19,1628417_2018-19,0,0,0.16,1
101161_2018-19,1628464_2018-19,1,1,0.33,2
101161_2018-19,1629034_2018-19,1,1,0.33,2
101161_2018-19,1629140_2018-19,0,0,0.16,1
101161_2018-19,201149_2018-19,0,0,0.16,1
101161_2018-19,201585_2018-19,1,1,0.33,2
101161_2018-19,202687_2018-19,2,1,0.5,3
101161_2018-19,203092_2018-19,3,2,0.66,4
101161_2018-19,203476_2018-19,0,0,0.16,1
101161_2018-19,203920_2018-19,1,1,0.33,2
101161_2018-19,2200_2018-19,3,2,0.66,4
101161_2018-19,2403_2018-19,1,1,0.33,2
101161_2018-19,2585_2018-19,1,1,0.33,2
1626246_2018-19,1627738_2018-19,1,1,0.33,2
1626246_2018-19,1627748_2018-19,0,0,0.16,1
1626246_2018-19,1627767_2018-19,1,1,0.33,2
1626246_2018-19,1628385_2018-19,1,1,0.33,2
1626246_2018-19,1628395_2018-19,2,1,0.5,3
1626246_2018-19,1628396_2018-19,0,0,0.16,1
1626246_2018-19,1628413_2018-19,1,1,0.33,2
1626246_2018-19,1628417_2018-19,0,0,0.16,1
1626246_2018-19,1628464_2018-19,1,1,0.33,2
1626246_2018-19,1629034_2018-19,0,0,0.16,1
1626246_2018-19,1629109_2018-19,1,1,0.33,2
1626246_2018-19,1629140_2018-19,1,1,0.33,2
1626246_2018-19,201149_2018-19,0,0,0.16,1
1626246_2018-19,201585_2018-19,2,1,0.5,3
1626246_2018-19,202687_2018-19,1,1,0.33,2
1626246_2018-19,203092_2018-19,2,1,0.5,3
1626246_2018-19,203476_2018-19,1,1,0.33,2
1626246_2018-19,203920_2018-19,2,1,0.5,3
1626246_2018-19,2200_2018-19,2,1,0.5,3
1626246_2018-19,2403_2018-19,2,1,0.5,3
1626246_2018-19,2585_2018-19,1,1,0.33,2
1627738_2018-19,1627748_2018-19,0,0,0.16,1
1627738_2018-19,1627767_2018-19,1,1,0.33,2
1627738_2018-19,1628385_2018-19,1,1,0.33,2
1627738_2018-19,1628395_2018-19,0,0,0.16,1
1627738_2018-19,1628396_2018-19,2,1,0.5,3
1627738_2018-19,1628413_2018-19,2,1,0.5,3
1627738_2018-19,1628464_2018-19,0,0,0.16,1
1627738_2018-19,1629034_2018-19,1,1,0.33,2
1627738_2018-19,1629109_2018-19,0,0,0.16,1
1627738_2018-19,201149_2018-19,0,0,0.16,1
1627738_2018-19,201585_2018-19,1,1,0.33,2
1627738_2018-19,202687_2018-19,0,0,0.16,1
1627738_2018-19,203092_2018-19,0,0,0.16,1
1627738_2018-19,203476_2018-19,1,1,0.33,2
1627738_2018-19,203920_2018-19,1,1,0.33,2
1627738_2018-19,2200_2018-19,0,0,0.16,1
1627738_2018-19,2403_2018-19,2,1,0.5,3
1627738_2018-19,2585_2018-19,0,0,0.16,1
1627748_2018-19,1628385_2018-19,0,0,0.16,1
1627748_2018-19,1628395_2018-19,0,0,0.16,1
1627748_2018-19,1628396_2018-19,0,0,0.16,1
1627748_2018-19,1628413_2018-19,1,1,0.33,2
1627748_2018-19,1628417_2018-19,0,0,0.16,1
1627748_2018-19,1628464_2018-19,1,1,0.33,2
1627748_2018-19,1629034_2018-19,0,0,0.16,1
1627748_2018-19,1629109_2018-19,1,1,0.33,2
1627748_2018-19,1629140_2018-19,0,0,0.16,1
1627748_2018-19,201149_2018-19,0,0,0.16,1
1627748_2018-19,201585_2018-19,0,0,0.16,1
1627748_2018-19,202687_2018-19,0,0,0.16,1
1627748_2018-19,203092_2018-19,0,0,0.16,1
1627748_2018-19,203476_2018-19,0,0,0.16,1
1627748_2018-19,203920_2018-19,1,1,0.33,2
1627748_2018-19,2200_2018-19,0,0,0.16,1
1627748_2018-19,2403_2018-19,0,0,0.16,1
1627767_2018-19,1628385_2018-19,1,1,0.33,2
1627767_2018-19,1628395_2018-19,0,0,0.16,1
1627767_2018-19,1628396_2018-19,1,1,0.33,2
1627767_2018-19,1628413_2018-19,1,1,0.33,2
1627767_2018-19,1628417_2018-19,0,0,0.16,1
1627767_2018-19,1628464_2018-19,1,1,0.33,2
1627767_2018-19,1629034_2018-19,1,1,0.33,2
1627767_2018-19,1629109_2018-19,0,0,0.16,1
1627767_2018-19,1629140_2018-19,2,1,0.5,3
1627767_2018-19,201149_2018-19,0,0,0.16,1
1627767_2018-19,201585_2018-19,1,1,0.33,2
1627767_2018-19,202687_2018-19,1,1,0.33,2
1627767_2018-19,203092_2018-19,1,1,0.33,2
1627767_2018-19,203476_2018-19,2,1,0.5,3
1627767_2018-19,203920_2018-19,2,1,0.5,3
