id,group,pos,name,season,GroupYear,pid,team,AGE,FG%,PTS,REB,AST,STL,BLK,TOV,+/-
2546_2017-18,1,PF,Carmelo Anthony,2017-18,Group 1 (2017-18),2546.0,OKC,34.0,0.404,16.2,5.8,1.3,0.6,0.6,1.3,3.5
202734_2017-18,3,SG,ETwaun Moore,2017-18,Group 3 (2017-18),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
203459_2017-18,3,SG,Allen Crabbe,2017-18,Group 3 (2017-18),203459.0,BKN,26.0,0.407,13.2,4.3,1.6,0.6,0.5,1.0,-1.0
203500_2017-18,6,C,Steven Adams,2017-18,Group 6 (2017-18),203500.0,OKC,24.0,0.629,13.9,9.0,1.2,1.2,1.0,1.7,4.2
2548_2017-18,0,SG,Dwyane Wade,2017-18,Group 0 (2017-18),2548.0,MIA,36.0,0.438,11.4,3.8,3.4,0.9,0.7,2.1,0.4
200755_2017-18,3,SG,JJ Redick,2017-18,Group 3 (2017-18),200755.0,PHI,34.0,0.46,17.1,2.5,3.0,0.5,0.1,1.5,4.4
201188_2017-18,4,C,Marc Gasol,2017-18,Group 4 (2017-18),201188.0,MEM,33.0,0.42,17.2,8.1,4.2,0.7,1.4,2.7,-4.3
203083_2017-18,1,C,Andre Drummond,2017-18,Group 1 (2017-18),203083.0,DET,24.0,0.529,15.0,16.0,3.0,1.5,1.6,2.6,-0.7
203482_2017-18,1,PF,Kelly Olynyk,2017-18,Group 1 (2017-18),203482.0,MIA,27.0,0.497,11.5,5.7,2.7,0.8,0.5,1.9,3.1
203496_2017-18,3,SF,Robert Covington,2017-18,Group 3 (2017-18),203496.0,PHI,27.0,0.413,12.6,5.4,2.0,1.7,0.9,1.6,6.6
203914_2017-18,3,SG,Gary Harris,2017-18,Group 3 (2017-18),203914.0,DEN,23.0,0.485,17.5,2.6,2.9,1.8,0.2,1.8,2.6
203967_2017-18,1,PF,Dario Saric,2017-18,Group 1 (2017-18),203967.0,PHI,24.0,0.453,14.6,6.7,2.6,0.7,0.3,1.9,3.7
1628368_2017-18,0,PG,DeAaron Fox,2017-18,Group 0 (2017-18),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2730_2017-18,4,C,Dwight Howard,2017-18,Group 4 (2017-18),2730.0,CHA,32.0,0.555,16.6,12.5,1.3,0.6,1.6,2.6,1.1
201949_2017-18,8,PF,James Johnson,2017-18,Group 8 (2017-18),201949.0,MIA,31.0,0.503,10.8,4.9,3.8,1.0,0.7,1.9,0.0
201988_2017-18,9,PG,Patty Mills,2017-18,Group 9 (2017-18),201988.0,SAS,29.0,0.411,10.0,1.9,2.8,0.7,0.1,1.3,1.4
202693_2017-18,1,PF,Markieff Morris,2017-18,Group 1 (2017-18),202693.0,WAS,28.0,0.48,11.5,5.6,1.9,0.8,0.5,1.7,0.4
203944_2017-18,4,C,Julius Randle,2017-18,Group 4 (2017-18),203944.0,LAL,23.0,0.558,16.1,8.0,2.6,0.5,0.5,2.6,-1.0
203994_2017-18,4,C,Jusuf Nurkic,2017-18,Group 4 (2017-18),203994.0,POR,23.0,0.505,14.3,9.0,1.8,0.8,1.4,2.3,2.0
2738_2017-18,8,SF,Andre Iguodala,2017-18,Group 8 (2017-18),2738.0,GSW,34.0,0.463,6.0,3.8,3.3,0.8,0.6,1.0,4.3
2772_2017-18,3,SF,Trevor Ariza,2017-18,Group 3 (2017-18),2772.0,HOU,33.0,0.412,11.7,4.4,1.6,1.5,0.2,0.8,5.6
202340_2017-18,3,SG,Avery Bradley,2017-18,Group 3 (2017-18),202340.0,LAC,27.0,0.414,14.3,2.5,2.0,1.1,0.2,2.2,-2.7
202694_2017-18,1,PF,Marcus Morris Sr.,2017-18,Group 1 (2017-18),202694.0,BOS,28.0,0.429,13.6,5.4,1.3,0.6,0.2,1.2,0.4
203109_2017-18,8,SF,Jae Crowder,2017-18,Group 8 (2017-18),203109.0,UTA,27.0,0.404,9.7,3.4,1.2,0.8,0.3,0.9,0.3
203210_2017-18,8,PF,JaMychal Green,2017-18,Group 8 (2017-18),203210.0,MEM,28.0,0.457,10.3,8.4,1.4,0.6,0.5,1.4,-4.5
203493_2017-18,3,SF,Reggie Bullock,2017-18,Group 3 (2017-18),203493.0,DET,27.0,0.489,11.3,2.5,1.5,0.8,0.2,0.8,0.4
1626153_2017-18,8,PG,Delon Wright,2017-18,Group 8 (2017-18),1626153.0,TOR,26.0,0.465,8.0,2.9,2.9,1.0,0.5,1.1,3.4
1626185_2017-18,8,PF,Jarell Martin,2017-18,Group 8 (2017-18),1626185.0,MEM,24.0,0.446,7.7,4.4,1.0,0.5,0.7,1.2,-3.6
1628021_2017-18,8,SG,David Nwaba,2017-18,Group 8 (2017-18),1628021.0,CHI,25.0,0.478,7.9,4.7,1.5,0.8,0.4,1.1,-3.4
2747_2017-18,3,SG,JR Smith,2017-18,Group 3 (2017-18),2747.0,CLE,32.0,0.403,8.3,2.9,1.8,0.9,0.1,1.0,-1.5
202323_2017-18,3,SF,Evan Turner,2017-18,Group 3 (2017-18),202323.0,POR,29.0,0.447,8.2,3.1,2.2,0.6,0.4,1.3,-0.6
1627759_2017-18,1,SG,Jaylen Brown,2017-18,Group 1 (2017-18),1627759.0,BOS,21.0,0.465,14.5,4.9,1.6,1.0,0.4,1.8,4.9
1627812_2017-18,0,SG,Yogi Ferrell,2017-18,Group 0 (2017-18),1627812.0,DAL,25.0,0.426,10.2,3.0,2.5,0.8,0.1,1.0,0.0
101107_2017-18,8,PF,Marvin Williams,2017-18,Group 8 (2017-18),101107.0,CHA,32.0,0.458,9.5,4.7,1.2,0.7,0.5,0.8,0.9
201152_2017-18,1,PF,Thaddeus Young,2017-18,Group 1 (2017-18),201152.0,IND,30.0,0.487,11.8,6.3,1.9,1.7,0.4,1.3,2.6
202083_2017-18,3,SF,Wesley Matthews,2017-18,Group 3 (2017-18),202083.0,DAL,31.0,0.406,12.7,3.1,2.7,1.2,0.3,1.3,-5.1
101127_2017-18,3,PG,Jarrett Jack,2017-18,Group 3 (2017-18),101127.0,NYK,34.0,0.427,7.5,3.1,5.6,0.6,0.1,1.9,-0.3
200765_2017-18,0,PG,Rajon Rondo,2017-18,Group 0 (2017-18),200765.0,NOP,32.0,0.468,8.3,4.0,8.2,1.1,0.2,2.3,0.3
201563_2017-18,1,PF,Michael Beasley,2017-18,Group 1 (2017-18),201563.0,NYK,29.0,0.507,13.2,5.6,1.7,0.5,0.6,1.9,-1.9
202355_2017-18,4,C,Hassan Whiteside,2017-18,Group 4 (2017-18),202355.0,MIA,29.0,0.54,14.0,11.4,1.0,0.7,1.7,1.7,-1.5
203901_2017-18,2,PG,Elfrid Payton,2017-18,Group 2 (2017-18),203901.0,PHX,24.0,0.493,12.7,4.3,6.2,1.3,0.3,2.7,-7.3
203903_2017-18,3,SG,Jordan Clarkson,2017-18,Group 3 (2017-18),203903.0,CLE,26.0,0.451,13.9,2.7,2.7,0.7,0.1,1.6,-0.5
1626170_2017-18,9,PG,Jerian Grant,2017-18,Group 9 (2017-18),1626170.0,CHI,25.0,0.416,8.4,2.3,4.6,0.9,0.1,1.2,-3.4
1628404_2017-18,9,SG,Josh Hart,2017-18,Group 9 (2017-18),1628404.0,LAL,23.0,0.469,7.9,4.2,1.3,0.7,0.3,0.7,-1.1
101141_2017-18,8,PF,Ersan Ilyasova,2017-18,Group 8 (2017-18),101141.0,PHI,31.0,0.452,10.9,5.9,1.3,0.9,0.4,1.0,0.3
203090_2017-18,8,SF,Maurice Harkless,2017-18,Group 8 (2017-18),203090.0,POR,25.0,0.495,6.5,2.7,0.9,0.8,0.7,0.7,0.1
203107_2017-18,8,SG,Tomas Satoransky,2017-18,Group 8 (2017-18),203107.0,WAS,26.0,0.523,7.2,3.2,3.9,0.7,0.2,1.1,1.1
203460_2017-18,3,SG,Andre Roberson,2017-18,Group 3 (2017-18),203460.0,OKC,26.0,0.537,5.0,4.7,1.2,1.2,0.9,0.8,4.8
101150_2017-18,2,SG,Lou Williams,2017-18,Group 2 (2017-18),101150.0,LAC,31.0,0.435,22.6,2.5,5.3,1.1,0.2,3.0,1.5
203095_2017-18,3,SF,Evan Fournier,2017-18,Group 3 (2017-18),203095.0,ORL,25.0,0.459,17.8,3.2,2.9,0.8,0.3,1.7,-2.1
203933_2017-18,2,SF,T.J. Warren,2017-18,Group 2 (2017-18),203933.0,PHX,24.0,0.498,19.6,5.1,1.3,1.0,0.6,1.3,-6.6
1626156_2017-18,2,PG,DAngelo Russell,2017-18,Group 2 (2017-18),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1626164_2017-18,2,SG,Devin Booker,2017-18,Group 2 (2017-18),1626164.0,PHX,21.0,0.432,24.9,4.5,4.7,0.9,0.3,3.6,-6.6
1628372_2017-18,2,PG,Dennis Smith Jr.,2017-18,Group 2 (2017-18),1628372.0,DAL,20.0,0.395,15.2,3.8,5.2,1.0,0.3,2.8,-4.7
101162_2017-18,4,C,Marcin Gortat,2017-18,Group 4 (2017-18),101162.0,WAS,34.0,0.518,8.4,7.6,1.8,0.5,0.7,1.2,1.3
201584_2017-18,3,SG,Courtney Lee,2017-18,Group 3 (2017-18),201584.0,NYK,32.0,0.454,12.0,2.9,2.4,1.1,0.2,1.1,-3.4
201586_2017-18,1,PF,Serge Ibaka,2017-18,Group 1 (2017-18),201586.0,TOR,28.0,0.483,12.6,6.3,0.8,0.4,1.3,1.2,4.0
201959_2017-18,4,PF,Taj Gibson,2017-18,Group 4 (2017-18),201959.0,MIN,33.0,0.577,12.2,7.1,1.2,0.8,0.7,1.1,2.9
202329_2017-18,8,PF,Al-Farouq Aminu,2017-18,Group 8 (2017-18),202329.0,POR,27.0,0.395,9.3,7.6,1.2,1.1,0.6,1.1,3.2
203089_2017-18,4,C,John Henson,2017-18,Group 4 (2017-18),203089.0,MIL,27.0,0.572,8.8,6.8,1.5,0.6,1.4,1.1,2.2
204060_2017-18,3,SF,Joe Ingles,2017-18,Group 3 (2017-18),204060.0,UTA,30.0,0.467,11.5,4.2,4.8,1.1,0.2,1.9,3.2
1627832_2017-18,9,PG,Fred VanVleet,2017-18,Group 9 (2017-18),1627832.0,TOR,24.0,0.426,8.6,2.4,3.2,0.9,0.3,1.0,4.6
1628415_2017-18,3,SF,Dillon Brooks,2017-18,Group 3 (2017-18),1628415.0,MEM,22.0,0.44,11.0,3.1,1.6,0.9,0.2,1.5,-3.0
200746_2017-18,4,C,LaMarcus Aldridge,2017-18,Group 4 (2017-18),200746.0,SAS,32.0,0.51,23.1,8.5,2.0,0.6,1.2,1.5,3.7
201933_2017-18,4,PF,Blake Griffin,2017-18,Group 4 (2017-18),201933.0,DET,29.0,0.438,21.4,7.4,5.8,0.7,0.3,2.8,1.0
201936_2017-18,2,PG,Tyreke Evans,2017-18,Group 2 (2017-18),201936.0,MEM,28.0,0.452,19.4,5.1,5.2,1.1,0.3,2.3,0.5
202322_2017-18,2,PG,John Wall,2017-18,Group 2 (2017-18),202322.0,WAS,27.0,0.42,19.4,3.7,9.6,1.4,1.1,3.9,3.1
1627739_2017-18,2,PG,Kris Dunn,2017-18,Group 2 (2017-18),1627739.0,CHI,24.0,0.429,13.4,4.3,6.0,2.0,0.5,2.9,-5.3
200768_2017-18,3,PG,Kyle Lowry,2017-18,Group 3 (2017-18),200768.0,TOR,32.0,0.427,16.2,5.6,6.9,1.1,0.2,2.3,5.1
203084_2017-18,2,PF,Harrison Barnes,2017-18,Group 2 (2017-18),203084.0,DAL,26.0,0.445,18.9,6.1,2.0,0.6,0.2,1.5,-4.2
203999_2017-18,4,C,Nikola Jokic,2017-18,Group 4 (2017-18),203999.0,DEN,23.0,0.499,18.5,10.7,6.1,1.2,0.8,2.8,4.7
1627732_2017-18,2,PG,Ben Simmons,2017-18,Group 2 (2017-18),1627732.0,PHI,21.0,0.545,15.8,8.1,8.2,1.7,0.9,3.4,4.8
1628369_2017-18,1,SF,Jayson Tatum,2017-18,Group 1 (2017-18),1628369.0,BOS,20.0,0.475,13.9,5.0,1.6,1.0,0.7,1.4,4.3
201142_2017-18,2,SF,Kevin Durant,2017-18,Group 2 (2017-18),201142.0,GSW,29.0,0.516,26.4,6.8,5.4,0.7,1.8,3.0,5.2
203471_2017-18,2,PG,Dennis Schroder,2017-18,Group 2 (2017-18),203471.0,ATL,24.0,0.436,19.4,3.1,6.2,1.1,0.1,2.7,-4.1
203954_2017-18,4,C,Joel Embiid,2017-18,Group 4 (2017-18),203954.0,PHI,24.0,0.483,22.9,11.0,3.2,0.6,1.8,3.7,7.7
1628378_2017-18,2,SG,Donovan Mitchell,2017-18,Group 2 (2017-18),1628378.0,UTA,21.0,0.437,20.5,3.7,3.7,1.5,0.3,2.7,4.5
201143_2017-18,4,C,Al Horford,2017-18,Group 4 (2017-18),201143.0,BOS,32.0,0.489,12.9,7.4,4.7,0.6,1.1,1.8,4.8
201952_2017-18,2,PG,Jeff Teague,2017-18,Group 2 (2017-18),201952.0,MIN,30.0,0.446,14.2,3.0,7.0,1.5,0.3,2.5,2.0
203200_2017-18,3,SG,Justin Holiday,2017-18,Group 3 (2017-18),203200.0,CHI,29.0,0.371,12.2,4.0,2.1,1.1,0.4,1.3,-2.5
203484_2017-18,3,SG,Kentavious Caldwell-Pope,2017-18,Group 3 (2017-18),203484.0,LAL,25.0,0.426,13.4,5.2,2.2,1.4,0.2,1.3,-0.7
203490_2017-18,1,SF,Otto Porter Jr.,2017-18,Group 1 (2017-18),203490.0,WAS,25.0,0.503,14.7,6.4,2.0,1.5,0.5,1.0,3.7
1627742_2017-18,2,SF,Brandon Ingram,2017-18,Group 2 (2017-18),1627742.0,LAL,20.0,0.47,16.1,5.3,3.9,0.8,0.7,2.5,-2.2
1628366_2017-18,3,PG,Lonzo Ball,2017-18,Group 3 (2017-18),1628366.0,LAL,20.0,0.36,10.2,6.9,7.2,1.7,0.8,2.6,-0.4
201147_2017-18,5,SG,Corey Brewer,2017-18,Group 5 (2017-18),201147.0,OKC,32.0,0.449,5.3,2.1,0.9,1.1,0.2,0.7,-0.8
203546_2017-18,5,SG,Ian Clark,2017-18,Group 5 (2017-18),203546.0,NOP,27.0,0.448,7.4,1.7,1.5,0.4,0.1,0.8,0.4
1626150_2017-18,5,PG,Andrew Harrison,2017-18,Group 5 (2017-18),1626150.0,MEM,23.0,0.422,9.5,2.3,3.2,0.7,0.5,1.4,-3.6
201163_2017-18,0,SF,Wilson Chandler,2017-18,Group 0 (2017-18),201163.0,DEN,31.0,0.445,10.0,5.4,2.1,0.6,0.5,1.2,0.8
201569_2017-18,0,SG,Eric Gordon,2017-18,Group 0 (2017-18),201569.0,HOU,29.0,0.428,18.0,2.5,2.2,0.6,0.4,1.9,8.5
203121_2017-18,3,SF,Darius Miller,2017-18,Group 3 (2017-18),203121.0,NOP,28.0,0.444,7.8,2.0,1.4,0.3,0.2,0.7,-0.3
203503_2017-18,3,SG,Tony Snell,2017-18,Group 3 (2017-18),203503.0,MIL,26.0,0.435,6.9,1.9,1.3,0.6,0.4,0.5,-0.7
1627763_2017-18,3,PG,Malcolm Brogdon,2017-18,Group 3 (2017-18),1627763.0,MIL,25.0,0.485,13.0,3.3,3.2,0.9,0.3,1.4,-1.3
201566_2017-18,2,PG,Russell Westbrook,2017-18,Group 2 (2017-18),201566.0,OKC,29.0,0.449,25.4,10.1,10.3,1.8,0.3,4.8,4.8
201942_2017-18,2,SG,DeMar DeRozan,2017-18,Group 2 (2017-18),201942.0,TOR,28.0,0.456,23.0,3.9,5.2,1.1,0.3,2.2,5.5
201587_2017-18,3,SG,Nicolas Batum,2017-18,Group 3 (2017-18),201587.0,CHA,29.0,0.415,11.6,4.8,5.5,1.0,0.4,2.0,0.1
202691_2017-18,3,SG,Klay Thompson,2017-18,Group 3 (2017-18),202691.0,GSW,28.0,0.489,20.0,3.8,2.5,0.8,0.5,1.8,5.4
202703_2017-18,1,PF,Nikola Mirotic,2017-18,Group 1 (2017-18),202703.0,NOP,27.0,0.447,15.6,7.4,1.5,0.8,0.7,1.1,2.7
203110_2017-18,4,PF,Draymond Green,2017-18,Group 4 (2017-18),203110.0,GSW,28.0,0.454,11.0,7.6,7.3,1.4,1.3,2.9,4.4
203501_2017-18,3,SG,Tim Hardaway Jr.,2017-18,Group 3 (2017-18),203501.0,NYK,26.0,0.421,17.5,3.9,2.7,1.1,0.2,1.6,-1.3
203935_2017-18,3,SG,Marcus Smart,2017-18,Group 3 (2017-18),203935.0,BOS,24.0,0.367,10.2,3.5,4.8,1.3,0.4,2.4,3.9
1626161_2017-18,4,C,Willie Cauley-Stein,2017-18,Group 4 (2017-18),1626161.0,SAC,24.0,0.502,12.8,7.0,2.4,1.1,0.9,1.5,-4.4
201588_2017-18,0,PG,George Hill,2017-18,Group 0 (2017-18),201588.0,CLE,32.0,0.46,10.0,2.7,2.8,0.9,0.4,1.3,-1.8
201980_2017-18,0,SG,Danny Green,2017-18,Group 0 (2017-18),201980.0,SAS,31.0,0.387,8.6,3.6,1.6,0.9,1.1,1.1,1.3
202066_2017-18,0,SG,Garrett Temple,2017-18,Group 0 (2017-18),202066.0,SAC,32.0,0.418,8.4,2.3,1.9,0.9,0.4,1.2,-4.0
202397_2017-18,2,PG,Ish Smith,2017-18,Group 2 (2017-18),202397.0,DET,29.0,0.486,10.9,2.7,4.4,0.8,0.2,1.3,0.5
203077_2017-18,8,SF,Michael Kidd-Gilchrist,2017-18,Group 8 (2017-18),203077.0,CHA,24.0,0.504,9.2,4.1,1.0,0.7,0.4,0.7,0.7
203085_2017-18,2,SG,Austin Rivers,2017-18,Group 2 (2017-18),203085.0,LAC,25.0,0.424,15.1,2.4,4.0,1.2,0.3,1.8,-1.0
203613_2017-18,3,SG,Jonathon Simmons,2017-18,Group 3 (2017-18),203613.0,ORL,28.0,0.465,13.9,3.5,2.5,0.8,0.2,2.1,-4.3
203937_2017-18,0,SF,Kyle Anderson,2017-18,Group 0 (2017-18),203937.0,SAS,24.0,0.527,7.9,5.4,2.7,1.6,0.8,1.3,1.9
1627747_2017-18,2,SF,Caris LeVert,2017-18,Group 2 (2017-18),1627747.0,BKN,23.0,0.435,12.1,3.7,4.2,1.2,0.3,2.2,-3.7
201609_2017-18,2,PG,Goran Dragic,2017-18,Group 2 (2017-18),201609.0,MIA,32.0,0.45,17.3,4.1,4.8,0.8,0.2,2.2,0.3
1626196_2017-18,3,SF,Josh Richardson,2017-18,Group 3 (2017-18),1626196.0,MIA,24.0,0.451,12.9,3.5,2.9,1.5,0.9,1.7,0.5
201939_2017-18,2,PG,Stephen Curry,2017-18,Group 2 (2017-18),201939.0,GSW,30.0,0.495,26.4,5.1,6.1,1.6,0.2,3.0,9.5
202704_2017-18,2,PG,Reggie Jackson,2017-18,Group 2 (2017-18),202704.0,DET,28.0,0.426,14.6,2.8,5.3,0.6,0.1,2.2,0.3
201960_2017-18,3,PF,DeMarre Carroll,2017-18,Group 3 (2017-18),201960.0,BKN,31.0,0.414,13.5,6.6,2.0,0.8,0.4,1.4,-0.9
202331_2017-18,3,SF,Paul George,2017-18,Group 3 (2017-18),202331.0,OKC,28.0,0.43,21.9,5.7,3.3,2.0,0.5,2.7,2.9
203952_2017-18,2,SF,Andrew Wiggins,2017-18,Group 2 (2017-18),203952.0,MIN,23.0,0.438,17.7,4.4,2.0,1.1,0.6,1.7,2.5
1626157_2017-18,4,C,Karl-Anthony Towns,2017-18,Group 4 (2017-18),1626157.0,MIN,22.0,0.545,21.3,12.3,2.4,0.8,1.4,1.9,4.5
1628398_2017-18,1,PF,Kyle Kuzma,2017-18,Group 1 (2017-18),1628398.0,LAL,22.0,0.45,16.1,6.3,1.8,0.6,0.4,1.8,-1.6
201961_2017-18,3,SG,Wayne Ellington,2017-18,Group 3 (2017-18),201961.0,MIA,30.0,0.407,11.2,2.8,1.0,0.7,0.1,0.7,1.6
202699_2017-18,1,PF,Tobias Harris,2017-18,Group 1 (2017-18),202699.0,LAC,25.0,0.46,18.6,5.5,2.4,0.9,0.4,1.3,-1.4
202711_2017-18,3,SF,Bojan Bogdanovic,2017-18,Group 3 (2017-18),202711.0,IND,29.0,0.474,14.3,3.4,1.5,0.7,0.1,1.3,1.1
203145_2017-18,2,SG,Kent Bazemore,2017-18,Group 2 (2017-18),203145.0,ATL,28.0,0.42,12.9,3.8,3.5,1.5,0.7,2.4,-2.5
203992_2017-18,3,SG,Bogdan Bogdanovic,2017-18,Group 3 (2017-18),203992.0,SAC,25.0,0.446,11.8,2.9,3.3,0.9,0.2,1.6,-4.6
1626162_2017-18,8,SF,Kelly Oubre Jr.,2017-18,Group 8 (2017-18),1626162.0,WAS,22.0,0.403,11.8,4.5,1.2,1.0,0.4,1.1,-1.4
1626167_2017-18,7,C,Myles Turner,2017-18,Group 7 (2017-18),1626167.0,IND,22.0,0.479,12.7,6.4,1.3,0.6,1.8,1.5,1.8
1626178_2017-18,1,SF,Rondae Hollis-Jefferson,2017-18,Group 1 (2017-18),1626178.0,BKN,23.0,0.472,13.9,6.8,2.5,1.0,0.7,1.8,-2.7
1626179_2017-18,0,PG,Terry Rozier,2017-18,Group 0 (2017-18),1626179.0,BOS,24.0,0.395,11.3,4.7,2.9,1.0,0.2,1.0,1.5
1627752_2017-18,3,SF,Taurean Prince,2017-18,Group 3 (2017-18),1627752.0,ATL,24.0,0.426,14.1,4.7,2.6,1.0,0.5,2.3,-4.5
1627756_2017-18,3,SG,Denzel Valentine,2017-18,Group 3 (2017-18),1627756.0,CHI,24.0,0.417,10.2,5.1,3.2,0.8,0.1,1.3,-3.5
202326_2017-18,4,C,DeMarcus Cousins,2017-18,Group 4 (2017-18),202326.0,NOP,27.0,0.47,25.2,12.9,5.4,1.6,1.6,5.0,1.6
202710_2017-18,3,SG,Jimmy Butler,2017-18,Group 3 (2017-18),202710.0,MIN,28.0,0.474,22.2,5.3,4.9,2.0,0.4,1.8,6.3
203076_2017-18,4,PF,Anthony Davis,2017-18,Group 4 (2017-18),203076.0,NOP,25.0,0.534,28.1,11.1,2.3,1.5,2.6,2.2,3.9
202339_2017-18,2,PG,Eric Bledsoe,2017-18,Group 2 (2017-18),202339.0,MIL,28.0,0.473,17.7,3.8,5.0,2.0,0.6,2.9,1.6
203078_2017-18,2,SG,Bradley Beal,2017-18,Group 2 (2017-18),203078.0,WAS,25.0,0.46,22.6,4.4,4.5,1.2,0.4,2.6,2.2
203114_2017-18,3,SF,Khris Middleton,2017-18,Group 3 (2017-18),203114.0,MIL,26.0,0.466,20.1,5.2,4.0,1.5,0.3,2.3,1.2
203468_2017-18,2,SG,CJ McCollum,2017-18,Group 2 (2017-18),203468.0,POR,26.0,0.443,21.4,4.0,3.4,1.0,0.4,1.9,1.5
203915_2017-18,2,PG,Spencer Dinwiddie,2017-18,Group 2 (2017-18),203915.0,BKN,25.0,0.387,12.6,3.2,6.6,0.9,0.3,1.6,-1.2
202681_2017-18,2,PG,Kyrie Irving,2017-18,Group 2 (2017-18),202681.0,BOS,26.0,0.491,24.4,3.8,5.1,1.1,0.3,2.3,4.3
203506_2017-18,2,SG,Victor Oladipo,2017-18,Group 2 (2017-18),203506.0,IND,26.0,0.477,23.1,5.2,4.3,2.4,0.8,2.9,4.5
202689_2017-18,2,PG,Kemba Walker,2017-18,Group 2 (2017-18),202689.0,CHA,28.0,0.431,22.1,3.1,5.6,1.1,0.3,2.2,2.6
203081_2017-18,2,PG,Damian Lillard,2017-18,Group 2 (2017-18),203081.0,POR,27.0,0.439,26.9,4.5,6.6,1.1,0.4,2.8,4.7
203507_2017-18,2,PF,Giannis Antetokounmpo,2017-18,Group 2 (2017-18),203507.0,MIL,23.0,0.529,26.9,10.0,4.8,1.5,1.4,3.0,2.0
203115_2017-18,3,SG,Will Barton,2017-18,Group 3 (2017-18),203115.0,DEN,27.0,0.452,15.7,5.0,4.1,1.0,0.6,1.8,1.5
1627750_2017-18,3,PG,Jamal Murray,2017-18,Group 3 (2017-18),1627750.0,DEN,21.0,0.451,16.7,3.7,3.4,1.0,0.3,2.1,2.8
1628374_2017-18,1,PF,Lauri Markkanen,2017-18,Group 1 (2017-18),1628374.0,CHI,21.0,0.434,15.2,7.5,1.2,0.6,0.6,1.2,-5.7
203516_2017-18,8,SF,James Ennis III,2017-18,Group 8 (2017-18),203516.0,DET,27.0,0.474,7.1,3.1,1.0,0.7,0.3,0.8,-2.5
1626168_2017-18,8,PF,Trey Lyles,2017-18,Group 8 (2017-18),1626168.0,DEN,22.0,0.491,9.9,4.8,1.2,0.4,0.5,0.8,0.1
1628373_2017-18,8,PG,Frank Ntilikina,2017-18,Group 8 (2017-18),1628373.0,NYK,19.0,0.364,5.9,2.3,3.2,0.8,0.2,1.7,-1.3
1628386_2017-18,7,C,Jarrett Allen,2017-18,Group 7 (2017-18),1628386.0,BKN,20.0,0.589,8.2,5.4,0.7,0.4,1.2,1.1,-2.0
1628462_2017-18,9,PG,Milos Teodosic,2017-18,Group 9 (2017-18),1628462.0,LAC,31.0,0.419,9.5,2.8,4.6,0.5,0.1,2.2,1.9
1713_2017-18,5,SF,Vince Carter,2017-18,Group 5 (2017-18),1713.0,SAC,41.0,0.403,5.4,2.6,1.2,0.7,0.4,0.6,-1.2
2207_2017-18,5,SF,Joe Johnson,2017-18,Group 5 (2017-18),2207.0,HOU,37.0,0.406,6.8,3.1,1.5,0.3,0.1,0.9,-1.5
201167_2017-18,5,SG,Arron Afflalo,2017-18,Group 5 (2017-18),201167.0,ORL,32.0,0.401,3.4,1.2,0.6,0.1,0.2,0.4,-1.8
202344_2017-18,7,PF,Trevor Booker,2017-18,Group 7 (2017-18),202344.0,IND,30.0,0.516,6.3,4.7,1.2,0.4,0.3,0.9,-0.3
202498_2017-18,5,PF,Lance Thomas,2017-18,Group 5 (2017-18),202498.0,NYK,30.0,0.382,4.1,2.4,0.6,0.4,0.2,0.6,-2.5
203118_2017-18,7,PF,Mike Scott,2017-18,Group 7 (2017-18),203118.0,WAS,29.0,0.527,8.8,3.3,1.1,0.3,0.1,1.0,-1.1
203926_2017-18,8,SF,Doug McDermott,2017-18,Group 8 (2017-18),203926.0,DAL,26.0,0.467,7.8,2.5,1.0,0.2,0.2,0.7,-0.4
1626147_2017-18,5,SF,Justin Anderson,2017-18,Group 5 (2017-18),1626147.0,PHI,24.0,0.431,6.2,2.4,0.7,0.4,0.2,0.4,-2.2
1626192_2017-18,5,SG,Pat Connaughton,2017-18,Group 5 (2017-18),1626192.0,POR,25.0,0.423,5.4,2.0,1.1,0.3,0.3,0.5,1.7
1627782_2017-18,0,SG,Wayne Selden,2017-18,Group 0 (2017-18),1627782.0,MEM,23.0,0.431,9.3,1.6,1.9,0.5,0.1,1.5,-2.9
1627789_2017-18,5,SF,Timothe Luwawu-Cabarrot,2017-18,Group 5 (2017-18),1627789.0,PHI,23.0,0.375,5.8,1.4,1.0,0.2,0.1,0.7,-0.1
1627819_2017-18,5,PG,Isaiah Taylor,2017-18,Group 5 (2017-18),1627819.0,ATL,23.0,0.418,6.6,1.4,3.1,0.5,0.1,1.3,-0.5
1627854_2017-18,5,SG,Bryn Forbes,2017-18,Group 5 (2017-18),1627854.0,SAS,24.0,0.421,6.9,1.4,1.0,0.4,0.0,0.5,1.5
1628380_2017-18,5,C,Zach Collins,2017-18,Group 5 (2017-18),1628380.0,POR,20.0,0.398,4.4,3.3,0.8,0.3,0.5,0.9,0.2
1628400_2017-18,5,PF,Semi Ojeleye,2017-18,Group 5 (2017-18),1628400.0,BOS,23.0,0.346,2.7,2.2,0.3,0.3,0.1,0.3,-2.5
