id,group,pos,name,season,GroupYear,pid,team,AGE,FG%,PTS,REB,AST,STL,BLK,TOV,+/-
1495_2014-15,2,C,Tim Duncan,2014-15,Group 2 (2014-15),1495.0,SAS,39.0,0.512,13.9,9.1,3.0,0.8,2.0,1.7,4.0
2207_2014-15,1,SG,Joe Johnson,2014-15,Group 1 (2014-15),2207.0,BKN,34.0,0.435,14.4,4.8,3.7,0.7,0.2,1.7,-1.5
202693_2014-15,2,PF,Markieff Morris,2014-15,Group 2 (2014-15),202693.0,PHX,25.0,0.465,15.3,6.2,2.3,1.2,0.5,2.1,1.3
1717_2014-15,2,PF,Dirk Nowitzki,2014-15,Group 2 (2014-15),1717.0,DAL,37.0,0.459,17.3,5.9,1.9,0.5,0.4,1.1,3.1
101108_2014-15,1,PG,Chris Paul,2014-15,Group 1 (2014-15),101108.0,LAC,30.0,0.485,19.1,4.6,10.2,1.9,0.2,2.3,8.9
200746_2014-15,2,PF,LaMarcus Aldridge,2014-15,Group 2 (2014-15),200746.0,POR,29.0,0.466,23.4,10.2,1.7,0.7,1.0,1.7,4.8
202330_2014-15,1,SF,Gordon Hayward,2014-15,Group 1 (2014-15),202330.0,UTA,25.0,0.445,19.3,4.9,4.1,1.4,0.4,2.7,1.4
1718_2014-15,3,SF,Paul Pierce,2014-15,Group 3 (2014-15),1718.0,WAS,37.0,0.447,11.9,4.0,2.0,0.6,0.3,1.3,2.2
2216_2014-15,2,PF,Zach Randolph,2014-15,Group 2 (2014-15),2216.0,MEM,33.0,0.487,16.1,10.5,2.2,1.0,0.2,2.2,4.9
2561_2014-15,2,PF,David West,2014-15,Group 2 (2014-15),2561.0,IND,34.0,0.471,11.7,6.8,3.4,0.7,0.7,1.8,-0.3
201152_2014-15,2,PF,Thaddeus Young,2014-15,Group 2 (2014-15),201152.0,BKN,27.0,0.466,14.1,5.4,2.3,1.6,0.3,1.5,-2.8
201941_2014-15,2,C,Jordan Hill,2014-15,Group 2 (2014-15),201941.0,LAL,27.0,0.459,12.0,7.9,1.5,0.5,0.7,1.5,-5.7
201951_2014-15,1,PG,Ty Lawson,2014-15,Group 1 (2014-15),201951.0,DEN,27.0,0.436,15.2,3.1,9.6,1.2,0.1,2.5,-0.4
202340_2014-15,3,SG,Avery Bradley,2014-15,Group 3 (2014-15),202340.0,BOS,24.0,0.428,13.9,3.1,1.8,1.1,0.2,1.4,-1.1
203114_2014-15,1,SF,Khris Middleton,2014-15,Group 1 (2014-15),203114.0,MIL,23.0,0.467,13.4,4.4,2.3,1.5,0.1,1.4,4.1
203507_2014-15,4,SG,Giannis Antetokounmpo,2014-15,Group 4 (2014-15),203507.0,MIL,20.0,0.491,12.7,6.7,2.6,0.9,1.0,2.1,0.1
203952_2014-15,2,SF,Andrew Wiggins,2014-15,Group 2 (2014-15),203952.0,MIN,20.0,0.437,16.9,4.6,2.1,1.0,0.6,2.2,-6.7
1938_2014-15,6,SG,Manu Ginobili,2014-15,Group 6 (2014-15),1938.0,SAS,37.0,0.426,10.5,3.0,4.2,1.0,0.3,2.2,4.5
2590_2014-15,3,PG,Mo Williams,2014-15,Group 3 (2014-15),2590.0,CHA,32.0,0.397,14.2,2.6,6.2,0.7,0.2,2.5,-1.5
201572_2014-15,2,C,Brook Lopez,2014-15,Group 2 (2014-15),201572.0,BKN,27.0,0.513,17.2,7.4,0.7,0.6,1.8,1.4,-1.4
201942_2014-15,1,SG,DeMar DeRozan,2014-15,Group 1 (2014-15),201942.0,TOR,25.0,0.413,20.1,4.6,3.5,1.2,0.2,2.3,2.2
202704_2014-15,3,PG,Reggie Jackson,2014-15,Group 3 (2014-15),202704.0,DET,25.0,0.434,14.5,4.2,6.0,0.8,0.1,2.4,1.5
2037_2014-15,3,SG,Jamal Crawford,2014-15,Group 3 (2014-15),2037.0,LAC,35.0,0.396,15.8,1.9,2.5,0.9,0.2,1.4,1.3
2547_2014-15,2,C,Chris Bosh,2014-15,Group 2 (2014-15),2547.0,MIA,31.0,0.46,21.1,7.0,2.2,0.9,0.6,2.2,-2.3
202388_2014-15,6,PG,Donald Sloan,2014-15,Group 6 (2014-15),202388.0,IND,27.0,0.408,7.4,2.7,3.6,0.4,0.0,1.2,-1.6
2199_2014-15,2,C,Tyson Chandler,2014-15,Group 2 (2014-15),2199.0,DAL,32.0,0.666,10.3,11.5,1.1,0.6,1.2,1.4,3.1
2772_2014-15,3,SF,Trevor Ariza,2014-15,Group 3 (2014-15),2772.0,HOU,29.0,0.402,12.8,5.6,2.5,1.9,0.2,1.7,2.8
202325_2014-15,7,SF,Wesley Johnson,2014-15,Group 7 (2014-15),202325.0,LAL,27.0,0.414,9.9,4.2,1.6,0.8,0.6,1.1,-4.1
2225_2014-15,1,PG,Tony Parker,2014-15,Group 1 (2014-15),2225.0,SAS,33.0,0.486,14.4,1.9,4.9,0.6,0.0,2.1,2.9
200752_2014-15,1,SF,Rudy Gay,2014-15,Group 1 (2014-15),200752.0,SAC,28.0,0.455,21.1,5.9,3.7,1.0,0.6,2.7,-1.6
201954_2014-15,1,PG,Darren Collison,2014-15,Group 1 (2014-15),201954.0,SAC,27.0,0.473,16.1,3.2,5.6,1.5,0.3,2.5,0.8
202695_2014-15,1,SF,Kawhi Leonard,2014-15,Group 1 (2014-15),202695.0,SAS,24.0,0.479,16.5,7.2,2.5,2.3,0.8,1.5,6.9
203496_2014-15,3,SF,Robert Covington,2014-15,Group 3 (2014-15),203496.0,PHI,24.0,0.396,13.5,4.5,1.5,1.4,0.4,1.8,-2.1
2399_2014-15,7,SF,Mike Dunleavy,2014-15,Group 7 (2014-15),2399.0,CHI,34.0,0.435,9.4,3.9,1.8,0.6,0.3,1.0,3.3
2738_2014-15,7,SF,Andre Iguodala,2014-15,Group 7 (2014-15),2738.0,GSW,31.0,0.466,7.8,3.3,3.0,1.2,0.3,1.1,5.7
2754_2014-15,7,SG,Tony Allen,2014-15,Group 7 (2014-15),2754.0,MEM,33.0,0.495,8.6,4.4,1.4,2.0,0.5,1.4,3.9
203110_2014-15,7,PF,Draymond Green,2014-15,Group 7 (2014-15),203110.0,GSW,25.0,0.443,11.7,8.2,3.7,1.6,1.3,1.7,10.6
203469_2014-15,8,C,Cody Zeller,2014-15,Group 8 (2014-15),203469.0,CHA,22.0,0.461,7.6,5.8,1.6,0.5,0.8,1.0,0.3
203497_2014-15,2,C,Rudy Gobert,2014-15,Group 2 (2014-15),203497.0,UTA,23.0,0.604,8.4,9.5,1.3,0.8,2.3,1.4,0.1
2403_2014-15,4,PF,Nene,2014-15,Group 4 (2014-15),2403.0,WAS,32.0,0.511,11.0,5.1,1.8,1.0,0.3,1.9,2.5
201163_2014-15,1,SF,Wilson Chandler,2014-15,Group 1 (2014-15),201163.0,DEN,28.0,0.429,13.9,6.1,1.7,0.7,0.4,1.4,-2.8
201586_2014-15,2,PF,Serge Ibaka,2014-15,Group 2 (2014-15),201586.0,OKC,25.0,0.476,14.3,7.8,0.9,0.5,2.4,1.5,2.5
2430_2014-15,4,PF,Carlos Boozer,2014-15,Group 4 (2014-15),2430.0,LAL,33.0,0.499,11.8,6.8,1.3,0.6,0.2,1.3,-4.5
2746_2014-15,2,PF,Josh Smith,2014-15,Group 2 (2014-15),2746.0,HOU,29.0,0.419,12.4,6.4,3.3,1.0,1.4,2.5,0.2
202328_2014-15,2,PF,Greg Monroe,2014-15,Group 2 (2014-15),202328.0,DET,25.0,0.496,15.9,10.2,2.1,1.1,0.5,2.2,-0.3
203504_2014-15,3,PG,Trey Burke,2014-15,Group 3 (2014-15),203504.0,UTA,22.0,0.368,12.8,2.7,4.3,0.9,0.2,1.6,-0.6
2440_2014-15,7,SF,Matt Barnes,2014-15,Group 7 (2014-15),2440.0,LAC,35.0,0.444,10.1,4.0,1.5,0.9,0.7,1.1,6.9
203458_2014-15,9,C,Alex Len,2014-15,Group 9 (2014-15),203458.0,PHX,22.0,0.507,6.3,6.6,0.5,0.5,1.5,1.1,-0.4
2446_2014-15,6,SF,Rasual Butler,2014-15,Group 6 (2014-15),2446.0,WAS,36.0,0.422,7.7,2.6,0.8,0.4,0.3,0.6,-0.7
2564_2014-15,8,PF,Boris Diaw,2014-15,Group 8 (2014-15),2564.0,SAS,33.0,0.46,8.7,4.3,2.9,0.4,0.3,1.6,3.6
203500_2014-15,9,C,Steven Adams,2014-15,Group 9 (2014-15),203500.0,OKC,21.0,0.544,7.7,7.5,0.9,0.5,1.2,1.4,0.7
2544_2014-15,1,SF,LeBron James,2014-15,Group 1 (2014-15),2544.0,CLE,30.0,0.488,25.3,6.0,7.4,1.6,0.7,3.9,7.8
201566_2014-15,1,PG,Russell Westbrook,2014-15,Group 1 (2014-15),201566.0,OKC,26.0,0.426,28.1,7.3,8.6,2.1,0.2,4.4,3.7
2546_2014-15,2,SF,Carmelo Anthony,2014-15,Group 2 (2014-15),2546.0,NYK,31.0,0.444,24.2,6.6,3.1,1.0,0.4,2.2,-2.7
201939_2014-15,1,PG,Stephen Curry,2014-15,Group 1 (2014-15),201939.0,GSW,27.0,0.487,23.8,4.3,7.7,2.0,0.2,3.1,11.5
201952_2014-15,1,PG,Jeff Teague,2014-15,Group 1 (2014-15),201952.0,ATL,27.0,0.46,15.9,2.5,7.0,1.7,0.4,2.8,5.3
202326_2014-15,2,C,DeMarcus Cousins,2014-15,Group 2 (2014-15),202326.0,SAC,24.0,0.467,24.1,12.7,3.6,1.5,1.7,4.3,1.0
2548_2014-15,3,SG,Dwyane Wade,2014-15,Group 3 (2014-15),2548.0,MIA,33.0,0.47,21.5,3.5,4.8,1.2,0.3,3.4,-0.9
201588_2014-15,1,PG,George Hill,2014-15,Group 1 (2014-15),201588.0,IND,29.0,0.477,16.1,4.2,5.1,1.0,0.3,1.6,3.7
2550_2014-15,10,SG,Kirk Hinrich,2014-15,Group 10 (2014-15),2550.0,CHI,34.0,0.373,5.7,1.8,2.2,0.7,0.2,1.1,0.6
201567_2014-15,2,PF,Kevin Love,2014-15,Group 2 (2014-15),201567.0,CLE,26.0,0.434,16.4,9.7,2.2,0.7,0.5,1.6,5.3
202498_2014-15,8,PF,Lance Thomas,2014-15,Group 8 (2014-15),202498.0,NYK,27.0,0.412,7.1,3.1,1.1,0.6,0.1,1.2,-5.5
202700_2014-15,4,PF,Donatas Motiejunas,2014-15,Group 4 (2014-15),202700.0,HOU,24.0,0.504,12.0,5.9,1.8,0.8,0.5,1.7,1.4
2584_2014-15,10,SG,Willie Green,2014-15,Group 10 (2014-15),2584.0,ORL,33.0,0.386,5.9,1.5,1.3,0.5,0.1,0.9,-1.6
201583_2014-15,8,PF,Ryan Anderson,2014-15,Group 8 (2014-15),201583.0,NOP,27.0,0.399,13.7,4.8,0.9,0.5,0.3,1.0,-0.3
203079_2014-15,3,SG,Dion Waiters,2014-15,Group 3 (2014-15),203079.0,OKC,23.0,0.396,11.8,2.4,2.0,1.1,0.3,1.4,0.7
203143_2014-15,10,PG,Pablo Prigioni,2014-15,Group 10 (2014-15),203143.0,HOU,38.0,0.399,4.1,1.8,2.6,1.2,0.0,0.9,-1.0
203521_2014-15,6,SG,Matthew Dellavedova,2014-15,Group 6 (2014-15),203521.0,CLE,24.0,0.362,4.8,1.9,3.0,0.4,0.0,0.9,0.6
2585_2014-15,4,C,Zaza Pachulia,2014-15,Group 4 (2014-15),2585.0,MIL,31.0,0.454,8.3,6.8,2.4,1.1,0.3,1.8,3.6
101114_2014-15,3,PG,Deron Williams,2014-15,Group 3 (2014-15),101114.0,BKN,31.0,0.387,13.0,3.5,6.6,0.9,0.3,2.3,-0.2
101127_2014-15,3,PG,Jarrett Jack,2014-15,Group 3 (2014-15),101127.0,BKN,31.0,0.439,12.0,3.1,4.7,0.9,0.2,2.4,-3.9
101162_2014-15,2,C,Marcin Gortat,2014-15,Group 2 (2014-15),101162.0,WAS,31.0,0.566,12.2,8.7,1.2,0.6,1.3,1.2,3.1
200765_2014-15,3,PG,Rajon Rondo,2014-15,Group 3 (2014-15),200765.0,DAL,29.0,0.426,8.9,5.5,7.9,1.3,0.1,3.1,-0.9
202391_2014-15,3,PG,Jeremy Lin,2014-15,Group 3 (2014-15),202391.0,LAL,26.0,0.424,11.2,2.6,4.6,1.1,0.4,2.2,-3.4
2594_2014-15,3,SG,Kyle Korver,2014-15,Group 3 (2014-15),2594.0,ATL,34.0,0.487,12.1,4.1,2.6,0.7,0.6,1.4,8.3
201143_2014-15,2,C,Al Horford,2014-15,Group 2 (2014-15),201143.0,ATL,29.0,0.538,15.2,7.2,3.2,0.9,1.3,1.3,3.8
2734_2014-15,6,PG,Devin Harris,2014-15,Group 6 (2014-15),2734.0,DAL,32.0,0.418,8.8,1.8,3.1,1.0,0.2,1.1,1.3
201574_2014-15,8,PF,Jason Thompson,2014-15,Group 8 (2014-15),201574.0,SAC,28.0,0.47,6.1,6.5,1.0,0.4,0.7,1.0,-2.3
201960_2014-15,1,SF,DeMarre Carroll,2014-15,Group 1 (2014-15),201960.0,ATL,28.0,0.487,12.6,5.3,1.7,1.3,0.2,1.1,3.0
202684_2014-15,9,PF,Tristan Thompson,2014-15,Group 9 (2014-15),202684.0,CLE,24.0,0.547,8.5,8.0,0.5,0.4,0.7,1.0,2.7
203524_2014-15,3,SF,Solomon Hill,2014-15,Group 3 (2014-15),203524.0,IND,24.0,0.396,8.9,3.8,2.2,0.8,0.2,1.4,-2.2
2736_2014-15,1,SF,Luol Deng,2014-15,Group 1 (2014-15),2736.0,MIA,30.0,0.469,14.0,5.2,1.9,0.9,0.3,1.5,-0.1
101107_2014-15,7,PF,Marvin Williams,2014-15,Group 7 (2014-15),101107.0,CHA,29.0,0.424,7.4,4.9,1.3,0.9,0.5,0.8,-2.0
201149_2014-15,2,C,Joakim Noah,2014-15,Group 2 (2014-15),201149.0,CHI,30.0,0.445,7.2,9.6,4.7,0.7,1.1,1.8,1.2
203463_2014-15,7,SG,Ben McLemore,2014-15,Group 7 (2014-15),203463.0,SAC,22.0,0.437,12.1,2.9,1.7,0.9,0.2,1.7,-0.4
2743_2014-15,8,PF,Kris Humphries,2014-15,Group 8 (2014-15),2743.0,WAS,30.0,0.473,8.0,6.5,0.9,0.5,0.4,0.7,-1.4
201166_2014-15,6,PG,Aaron Brooks,2014-15,Group 6 (2014-15),201166.0,CHI,30.0,0.421,11.6,2.0,3.2,0.7,0.2,1.9,2.5
2744_2014-15,2,C,Al Jefferson,2014-15,Group 2 (2014-15),2744.0,CHA,30.0,0.481,16.6,8.4,1.7,0.7,1.3,1.0,-1.8
200768_2014-15,1,PG,Kyle Lowry,2014-15,Group 1 (2014-15),200768.0,TOR,29.0,0.412,17.8,4.7,6.8,1.6,0.2,2.5,2.9
2747_2014-15,3,SG,JR Smith,2014-15,Group 3 (2014-15),2747.0,CLE,29.0,0.417,12.1,3.1,2.8,1.2,0.3,1.4,2.3
201975_2014-15,3,SG,Jodie Meeks,2014-15,Group 3 (2014-15),201975.0,DET,27.0,0.416,11.1,1.7,1.3,1.0,0.1,1.0,-1.6
201976_2014-15,7,PG,Patrick Beverley,2014-15,Group 7 (2014-15),201976.0,HOU,26.0,0.383,10.1,4.2,3.4,1.1,0.4,1.5,1.3
202362_2014-15,3,SG,Lance Stephenson,2014-15,Group 3 (2014-15),202362.0,CHA,24.0,0.376,8.2,4.5,3.9,0.6,0.1,2.1,-3.6
202390_2014-15,6,SG,Gary Neal,2014-15,Group 6 (2014-15),202390.0,MIN,30.0,0.374,10.1,2.4,1.9,0.4,0.0,1.2,-1.9
202694_2014-15,7,PF,Marcus Morris Sr.,2014-15,Group 7 (2014-15),202694.0,PHX,25.0,0.434,10.4,4.8,1.6,0.8,0.2,0.9,-0.8
202711_2014-15,7,SF,Bojan Bogdanovic,2014-15,Group 7 (2014-15),202711.0,BKN,26.0,0.453,9.0,2.7,0.9,0.4,0.1,1.0,-2.3
2755_2014-15,1,SG,Kevin Martin,2014-15,Group 1 (2014-15),2755.0,MIN,32.0,0.427,20.0,3.6,2.3,0.8,0.0,1.9,-6.5
201943_2014-15,3,PG,Brandon Jennings,2014-15,Group 3 (2014-15),201943.0,DET,25.0,0.401,15.4,2.5,6.6,1.1,0.1,2.2,0.8
101139_2014-15,3,SG,CJ Miles,2014-15,Group 3 (2014-15),101139.0,IND,28.0,0.398,13.5,3.1,1.1,0.9,0.4,1.0,2.3
101150_2014-15,3,SG,Lou Williams,2014-15,Group 3 (2014-15),101150.0,TOR,28.0,0.404,15.5,1.9,2.1,1.1,0.1,1.3,3.7
201569_2014-15,3,SG,Eric Gordon,2014-15,Group 3 (2014-15),201569.0,NOP,26.0,0.411,13.4,2.6,3.8,0.8,0.2,2.0,1.1
202702_2014-15,2,PF,Kenneth Faried,2014-15,Group 2 (2014-15),202702.0,DEN,25.0,0.507,12.6,8.9,1.2,0.8,0.8,1.6,-0.5
203457_2014-15,2,C,Nerlens Noel,2014-15,Group 2 (2014-15),203457.0,PHI,21.0,0.462,9.9,8.1,1.7,1.8,1.9,1.9,-5.8
101145_2014-15,1,SG,Monta Ellis,2014-15,Group 1 (2014-15),101145.0,DAL,29.0,0.445,18.9,2.4,4.1,1.9,0.3,2.5,2.7
202688_2014-15,1,SG,Brandon Knight,2014-15,Group 1 (2014-15),202688.0,PHX,23.0,0.422,17.0,3.9,5.2,1.4,0.2,3.0,-1.2
101161_2014-15,4,PF,Amir Johnson,2014-15,Group 4 (2014-15),101161.0,TOR,28.0,0.574,9.3,6.1,1.6,0.6,0.8,1.5,0.8
200755_2014-15,3,SG,JJ Redick,2014-15,Group 3 (2014-15),200755.0,LAC,31.0,0.477,16.4,2.1,1.8,0.5,0.1,1.2,8.0
200794_2014-15,2,PF,Paul Millsap,2014-15,Group 2 (2014-15),200794.0,ATL,30.0,0.476,16.7,7.8,3.1,1.8,0.9,2.3,5.6
201601_2014-15,3,PF,Luc Mbah a Moute,2014-15,Group 3 (2014-15),201601.0,PHI,28.0,0.395,9.9,4.9,1.6,1.2,0.3,1.5,-5.4
203476_2014-15,2,C,Gorgui Dieng,2014-15,Group 2 (2014-15),203476.0,MIN,25.0,0.506,9.7,8.3,2.0,1.0,1.7,1.7,-5.2
200782_2014-15,1,SF,P.J. Tucker,2014-15,Group 1 (2014-15),200782.0,PHX,30.0,0.438,9.1,6.4,1.6,1.4,0.3,1.2,-0.6
201584_2014-15,3,SG,Courtney Lee,2014-15,Group 3 (2014-15),201584.0,MEM,29.0,0.448,10.1,2.3,2.0,1.0,0.2,1.0,1.6
201144_2014-15,3,PG,Mike Conley,2014-15,Group 3 (2014-15),201144.0,MEM,27.0,0.446,15.8,3.0,5.4,1.3,0.2,2.2,3.1
201188_2014-15,2,C,Marc Gasol,2014-15,Group 2 (2014-15),201188.0,MEM,30.0,0.494,17.4,7.8,3.8,0.9,1.6,2.2,2.8
202322_2014-15,1,PG,John Wall,2014-15,Group 1 (2014-15),202322.0,WAS,24.0,0.445,17.6,4.6,10.0,1.7,0.6,3.8,3.5
202339_2014-15,1,PG,Eric Bledsoe,2014-15,Group 1 (2014-15),202339.0,PHX,25.0,0.447,17.0,5.2,6.1,1.6,0.6,3.4,0.4
201145_2014-15,1,SF,Jeff Green,2014-15,Group 1 (2014-15),201145.0,MEM,28.0,0.43,15.0,4.2,1.7,0.7,0.4,1.4,-1.7
201980_2014-15,3,SG,Danny Green,2014-15,Group 3 (2014-15),201980.0,SAS,28.0,0.436,11.7,4.2,2.0,1.2,1.1,1.1,5.3
202324_2014-15,2,PF,Derrick Favors,2014-15,Group 2 (2014-15),202324.0,UTA,23.0,0.525,16.0,8.2,1.5,0.8,1.7,1.6,0.8
202710_2014-15,1,SG,Jimmy Butler,2014-15,Group 1 (2014-15),202710.0,CHI,25.0,0.462,20.0,5.8,3.3,1.8,0.6,1.4,3.7
203901_2014-15,3,PG,Elfrid Payton,2014-15,Group 3 (2014-15),203901.0,ORL,21.0,0.425,8.9,4.3,6.5,1.7,0.2,2.5,-2.5
201155_2014-15,3,PG,Rodney Stuckey,2014-15,Group 3 (2014-15),201155.0,IND,29.0,0.44,12.6,3.5,3.1,0.8,0.1,1.7,-0.3
201933_2014-15,2,PF,Blake Griffin,2014-15,Group 2 (2014-15),201933.0,LAC,26.0,0.502,21.9,7.6,5.3,0.9,0.5,2.3,8.7
201945_2014-15,3,SG,Gerald Henderson,2014-15,Group 3 (2014-15),201945.0,CHA,27.0,0.437,12.1,3.4,2.6,0.6,0.3,1.4,-0.4
202691_2014-15,1,SG,Klay Thompson,2014-15,Group 1 (2014-15),202691.0,GSW,25.0,0.463,21.7,3.2,2.9,1.1,0.8,1.9,10.1
202738_2014-15,3,PG,Isaiah Thomas,2014-15,Group 3 (2014-15),202738.0,BOS,26.0,0.421,16.4,2.3,4.2,0.9,0.1,2.1,2.6
203506_2014-15,1,SG,Victor Oladipo,2014-15,Group 1 (2014-15),203506.0,ORL,23.0,0.436,17.9,4.2,4.1,1.7,0.3,2.8,-4.2
201156_2014-15,3,SG,Nick Young,2014-15,Group 3 (2014-15),201156.0,LAL,30.0,0.366,13.4,2.3,1.0,0.5,0.3,1.0,-1.6
201564_2014-15,3,SG,O.J. Mayo,2014-15,Group 3 (2014-15),201564.0,MIL,27.0,0.422,11.4,2.6,2.8,0.8,0.3,1.8,-0.9
204038_2014-15,3,PG,Langston Galloway,2014-15,Group 3 (2014-15),204038.0,NYK,23.0,0.399,11.8,4.2,3.3,1.2,0.3,1.4,-6.0
201158_2014-15,7,SG,Marco Belinelli,2014-15,Group 7 (2014-15),201158.0,SAS,29.0,0.423,9.2,2.5,1.5,0.5,0.0,1.0,0.0
201160_2014-15,8,C,Jason Smith,2014-15,Group 8 (2014-15),201160.0,NYK,29.0,0.434,8.0,4.0,1.7,0.4,0.5,1.3,-5.2
201228_2014-15,7,PG,C.J. Watson,2014-15,Group 7 (2014-15),201228.0,IND,31.0,0.434,10.0,2.9,3.6,1.0,0.2,1.8,0.1
203499_2014-15,11,PG,Shane Larkin,2014-15,Group 11 (2014-15),203499.0,NYK,22.0,0.433,6.2,2.3,3.0,1.2,0.1,1.1,-5.2
201167_2014-15,1,SG,Arron Afflalo,2014-15,Group 1 (2014-15),201167.0,POR,29.0,0.424,13.3,3.2,1.7,0.5,0.1,1.5,-0.3
202083_2014-15,1,SG,Wesley Matthews,2014-15,Group 1 (2014-15),202083.0,POR,28.0,0.448,15.9,3.7,2.3,1.3,0.2,1.4,4.5
203484_2014-15,3,SG,Kentavious Caldwell-Pope,2014-15,Group 3 (2014-15),203484.0,DET,22.0,0.401,12.7,3.1,1.3,1.1,0.2,1.1,0.9
201565_2014-15,3,PG,Derrick Rose,2014-15,Group 3 (2014-15),201565.0,CHI,26.0,0.405,17.7,3.2,4.9,0.7,0.3,3.2,2.4
203903_2014-15,3,PG,Jordan Clarkson,2014-15,Group 3 (2014-15),203903.0,LAL,23.0,0.448,11.9,3.2,3.5,0.9,0.2,1.6,-4.1
201579_2014-15,2,C,Roy Hibbert,2014-15,Group 2 (2014-15),201579.0,IND,28.0,0.446,10.6,7.1,1.1,0.2,1.6,1.4,-0.8
202323_2014-15,3,SG,Evan Turner,2014-15,Group 3 (2014-15),202323.0,BOS,26.0,0.429,9.5,5.1,5.5,1.0,0.2,2.4,-1.2
202696_2014-15,2,C,Nikola Vucevic,2014-15,Group 2 (2014-15),202696.0,ORL,24.0,0.523,19.3,10.9,2.0,0.7,0.7,2.0,-4.1
202699_2014-15,1,SF,Tobias Harris,2014-15,Group 1 (2014-15),202699.0,ORL,22.0,0.466,17.1,6.3,1.8,1.0,0.5,1.7,-4.3
202718_2014-15,1,SF,Chandler Parsons,2014-15,Group 1 (2014-15),202718.0,DAL,26.0,0.462,15.7,4.9,2.4,1.0,0.3,1.5,3.1
201587_2014-15,1,SF,Nicolas Batum,2014-15,Group 1 (2014-15),201587.0,POR,26.0,0.4,9.4,5.9,4.8,1.1,0.6,1.9,3.0
201599_2014-15,2,C,DeAndre Jordan,2014-15,Group 2 (2014-15),201599.0,LAC,26.0,0.71,11.5,15.0,0.7,1.0,2.2,1.3,7.6
201596_2014-15,3,PG,Mario Chalmers,2014-15,Group 3 (2014-15),201596.0,MIA,29.0,0.403,10.2,2.6,3.8,1.5,0.1,2.2,-1.8
202683_2014-15,2,C,Enes Kanter,2014-15,Group 2 (2014-15),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
202703_2014-15,7,PF,Nikola Mirotic,2014-15,Group 7 (2014-15),202703.0,CHI,24.0,0.405,10.2,4.9,1.2,0.7,0.7,1.1,2.1
203082_2014-15,7,SF,Terrence Ross,2014-15,Group 7 (2014-15),203082.0,TOR,24.0,0.41,9.8,2.8,1.0,0.6,0.3,0.8,0.5
203935_2014-15,3,PG,Marcus Smart,2014-15,Group 3 (2014-15),203935.0,BOS,21.0,0.367,7.8,3.3,3.1,1.5,0.3,1.3,0.8
201609_2014-15,1,PG,Goran Dragic,2014-15,Group 1 (2014-15),201609.0,MIA,29.0,0.501,16.3,3.5,4.5,1.0,0.2,2.2,0.3
202335_2014-15,7,PF,Patrick Patterson,2014-15,Group 7 (2014-15),202335.0,TOR,26.0,0.449,8.0,5.3,1.9,0.7,0.5,0.7,3.1
201935_2014-15,1,SG,James Harden,2014-15,Group 1 (2014-15),201935.0,HOU,25.0,0.44,27.4,5.7,7.0,1.9,0.7,4.0,4.1
203076_2014-15,2,PF,Anthony Davis,2014-15,Group 2 (2014-15),203076.0,NOP,22.0,0.535,24.4,10.2,2.2,1.5,2.9,1.4,3.9
201936_2014-15,1,SG,Tyreke Evans,2014-15,Group 1 (2014-15),201936.0,NOP,25.0,0.447,16.6,5.3,6.6,1.3,0.5,3.1,2.1
203081_2014-15,1,PG,Damian Lillard,2014-15,Group 1 (2014-15),203081.0,POR,24.0,0.434,21.0,4.6,6.2,1.2,0.3,2.7,3.7
201950_2014-15,1,PG,Jrue Holiday,2014-15,Group 1 (2014-15),201950.0,NOP,25.0,0.446,14.8,3.4,6.9,1.6,0.6,2.3,2.5
202389_2014-15,4,C,Timofey Mozgov,2014-15,Group 4 (2014-15),202389.0,CLE,28.0,0.555,9.7,7.3,0.7,0.4,1.2,1.4,3.2
203083_2014-15,2,C,Andre Drummond,2014-15,Group 2 (2014-15),203083.0,DET,21.0,0.514,13.8,13.5,0.7,0.9,1.9,1.5,-0.7
203096_2014-15,2,PF,Jared Sullinger,2014-15,Group 2 (2014-15),203096.0,BOS,23.0,0.439,13.3,7.6,2.3,0.8,0.7,1.3,-0.4
201961_2014-15,3,SG,Wayne Ellington,2014-15,Group 3 (2014-15),201961.0,LAL,27.0,0.412,10.0,3.2,1.6,0.5,0.0,0.8,-1.9
203078_2014-15,1,SG,Bradley Beal,2014-15,Group 1 (2014-15),203078.0,WAS,22.0,0.427,15.3,3.8,3.1,1.2,0.3,2.0,3.0
708_2014-15,8,PF,Kevin Garnett,2014-15,Group 8 (2014-15),708.0,MIN,39.0,0.467,6.9,6.6,1.6,1.0,0.4,1.0,-0.5
101135_2014-15,9,PF,David Lee,2014-15,Group 9 (2014-15),101135.0,GSW,32.0,0.511,7.9,5.2,1.7,0.6,0.5,1.0,0.5
101141_2014-15,8,PF,Ersan Ilyasova,2014-15,Group 8 (2014-15),101141.0,MIL,28.0,0.472,11.5,4.8,1.0,0.6,0.3,0.8,0.4
201162_2014-15,7,SG,Jared Dudley,2014-15,Group 7 (2014-15),201162.0,MIL,29.0,0.468,7.2,3.1,1.8,1.0,0.2,0.9,1.5
201578_2014-15,8,C,Marreese Speights,2014-15,Group 8 (2014-15),201578.0,GSW,27.0,0.492,10.4,4.3,0.9,0.3,0.4,1.1,2.4
